Age,Gender,Height,Weight,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,BMI,BMR
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,24.691358024691358,1805.0
35.0,Female,165.0,65.0,Lightly Active,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with whole-wheat toast,Vegetarian chili with brown rice,Lentil soup with whole-wheat bread,Trail mix,23.875114784205696,1345.25
55.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegan,1500,70,180,40,Tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Fruit and nut smoothie,27.343749999999996,1264.0
40.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Scrambled eggs with whole-wheat toast,Chicken and vegetable stir-fry,Steak with sweet potato and broccoli,Protein shake,26.315789473684212,1942.5
28.0,Female,170.0,55.0,Lightly Active,Maintenance,Vegan,1800,80,200,50,Overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Hummus and vegetable sticks,19.031141868512112,1311.5
62.0,Male,175.0,85.0,Moderately Active,Weight Loss,Omnivore,2000,100,220,50,Greek yogurt with granola and fruit,Chicken salad with whole-wheat bread,Turkey chili with brown rice,Trail mix,27.755102040816325,1638.75
32.0,Female,168.0,60.0,Very Active,Muscle Gain,Vegetarian,2400,100,280,60,Scrambled eggs with whole-wheat toast,Vegetarian chili with brown rice,Lentil and vegetable curry with brown rice,Fruit and nut smoothie,21.258503401360546,1329.0
21.0,Male,185.0,88.0,Sedentary,Weight Loss,Vegan,1800,80,200,50,Tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Hummus and vegetable sticks,25.712198685171657,1936.25
48.0,Male,178.0,90.0,Moderately Active,Maintenance,Omnivore,2400,120,280,70,Oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,28.40550435551067,1777.5
38.0,Female,172.0,75.0,Lightly Active,Weight Loss,Vegan,1600,70,180,40,Overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Fruit and nut smoothie,25.351541373715524,1474.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,Greek yogurt with berries and granola,Chicken salad sandwich on whole-wheat bread with a side salad,Salmon with roasted vegetables,Apple slices with peanut butter,26.234567901234566,1855.0
38.0,Female,165.0,62.0,Lightly Active,Maintenance,Vegan,1800,80,220,50,Tofu scramble with veggies and avocado toast,Lentil soup with whole-wheat bread,Vegan chili with brown rice,Trail mix,22.77318640955005,1300.25
55.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegetarian,1600,70,180,40,Oatmeal with fruit and nuts,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable curry,Fruit and yogurt,27.343749999999996,1264.0
28.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,200,350,80,Scrambled eggs with whole-wheat toast and fruit,Chicken stir-fry with brown rice,Steak with sweet potato fries,Protein shake,26.315789473684212,2002.5
62.0,Male,175.0,80.0,Lightly Active,Maintenance,Omnivore,2000,100,200,60,Breakfast burrito with beans and veggies,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Fruit and cheese,26.122448979591837,1588.75
32.0,Female,170.0,68.0,Moderately Active,Muscle Gain,Vegan,2200,120,280,60,Tofu scramble with veggies and avocado toast,Lentil and veggie stir-fry with brown rice,Vegan burgers with sweet potato fries,Nuts and seeds,23.529411764705884,1421.5
21.0,Female,168.0,55.0,Sedentary,Weight Loss,Vegan,1500,60,160,40,Overnight oats with fruit and nuts,Vegan chili with brown rice,Lentil soup with whole-wheat bread,Fruit and yogurt,19.48696145124717,1334.0
40.0,Male,185.0,90.0,Very Active,Muscle Gain,Omnivore,3200,220,400,90,Scrambled eggs with whole-wheat toast and fruit,Chicken breast with brown rice and vegetables,Steak with baked potato,Protein shake,26.296566837107374,1861.25
27.0,Female,172.0,75.0,Moderately Active,Maintenance,Vegetarian,1900,80,210,50,Greek yogurt with fruit and granola,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable stew,Trail mix,25.351541373715524,1529.0
19.0,Male,183.0,78.0,Lightly Active,Weight Loss,Omnivore,2000,120,200,50,Oatmeal with fruit and nuts,Turkey and veggie wrap with whole-wheat tortilla,Chicken breast with broccoli and sweet potato,Fruit and yogurt,23.291229956104985,1833.75
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,26.234567901234566,1855.0
32.0,Female,165.0,60.0,Lightly Active,Muscle Gain,Vegan,2000,120,200,50,Tofu scramble with vegetables,Lentil soup with whole grain bread,Chickpea curry with brown rice,Trail mix with nuts and seeds,22.03856749311295,1310.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,1800,120,200,50,Eggs with whole grain toast,Turkey sandwich on whole grain bread,Chicken stir-fry with brown rice,Fruit with yogurt,29.387755102040817,1723.75
68.0,Female,160.0,70.0,Sedentary,Maintenance,Vegetarian,1600,80,180,40,Yogurt with fruit and granola,Vegetarian chili with whole grain bread,Lentil pasta with vegetables,Mixed nuts and seeds,27.343749999999996,1199.0
